Date,Head
2015-01-24,16.41083333333334
2015-01-25,16.42
2015-01-26,16.41125
2015-01-27,16.4875
2015-01-28,16.472500000000007
2015-01-29,16.535416666666666
2015-01-30,16.590833333333336
2015-01-31,16.575
2015-02-01,16.539999999999992
2015-02-02,16.49458333333334
2015-02-03,16.483333333333334
2015-02-04,16.468749999999996
2015-02-05,16.42833333333334
2015-02-06,16.401666666666664
2015-02-07,16.379583333333333
2015-02-08,16.36625
2015-02-09,16.37875
2015-02-10,16.377916666666668
2015-02-11,16.370416666666667
2015-02-12,16.379583333333333
2015-02-13,16.36833333333334
2015-02-14,16.37958333333333
2015-02-15,16.370416666666674
2015-02-16,16.333749999999995
2015-02-17,16.31958333333333
2015-02-18,16.284583333333327
2015-02-19,16.282916666666672
2015-02-20,16.32083333333333
2015-02-21,16.36541666666667
2015-02-22,16.421250000000004
2015-02-23,16.385833333333334
2015-02-24,16.45
2015-02-25,16.400833333333335
2015-02-26,16.36916666666667
2015-02-27,16.409583333333337
2015-02-28,16.449583333333333
2015-03-01,16.456666666666674
2015-03-02,16.487083333333334
2015-03-03,16.445000000000004
2015-03-04,16.423750000000002
2015-03-05,16.396666666666665
2015-03-06,16.36208333333334
2015-03-07,16.368333333333336
2015-03-08,16.37958333333333
2015-03-09,16.370416666666674
2015-03-10,16.345833333333342
2015-03-11,16.330833333333327
2015-03-12,16.316666666666666
2015-03-13,16.31125
2015-03-14,16.30791666666667
2015-03-15,16.288750000000004
2015-03-16,16.289583333333336
2015-03-17,16.286249999999992
2015-03-18,16.274166666666662
2015-03-19,16.25833333333333
2015-03-20,16.255416666666665
2015-03-21,16.260833333333327
2015-03-22,16.27541666666666
2015-03-23,16.256666666666664
2015-03-24,16.273749999999996
2015-03-25,16.274166666666662
2015-03-26,16.293333333333333
2015-03-27,16.297083333333337
2015-03-28,16.25916666666667
2015-03-29,16.27291666666667
2015-03-30,16.36583333333334
2015-03-31,16.371250000000003
2015-04-01,16.459166666666665
2015-04-02,16.449999999999992
2015-04-03,16.49833333333334
2015-04-04,16.487916666666674
2015-04-05,16.479166666666664
2015-04-06,16.4425
2015-04-07,16.41625
2015-04-08,16.392083333333325
2015-04-09,16.38208333333333
2015-04-10,16.384999999999994
2015-04-11,16.38521739130434
2015-04-12,16.362916666666663
2015-04-13,16.332083333333323
2015-04-14,16.306250000000006
2015-04-15,16.311666666666664
2015-04-16,16.312083333333334
2015-04-17,16.289999999999992
2015-04-18,16.266250000000003
2015-04-19,16.246250000000003
2015-04-20,16.24791666666667
2015-04-21,16.22708333333334
2015-04-22,16.214999999999993
2015-04-23,16.214583333333334
2015-04-24,16.225833333333338
2015-04-25,16.22833333333334
2015-04-26,16.23208333333334
2015-04-27,16.22708333333334
2015-04-28,16.22624999999999
2015-04-29,16.19583333333333
2015-04-30,16.19458333333333
2015-05-01,16.18791666666667
2015-05-02,16.18083333333334
2015-05-03,16.17041666666668
2015-05-04,16.195833333333336
2015-05-05,16.192083333333333
2015-05-06,16.230416666666663
2015-05-07,16.180416666666673
2015-05-08,16.162083333333342
2015-05-09,16.16875000000001
2015-05-10,16.15916666666666
2015-05-11,16.13999999999999
2015-05-12,16.146666666666665
2015-05-13,16.135416666666668
2015-05-14,16.12708333333333
2015-05-15,16.125416666666666
2015-05-16,16.105000000000008
2015-05-17,16.105000000000008
2015-05-18,16.100833333333338
2015-05-19,16.128749999999997
2015-05-20,16.11583333333334
2015-05-21,16.088333333333328
2015-05-22,16.067916666666665
2015-05-23,16.068333333333328
2015-05-24,16.064583333333335
2015-05-25,16.064166666666665
2015-05-26,16.059583333333336
2015-05-27,16.042083333333334
2015-05-28,16.037500000000005
2015-05-29,16.038333333333323
2015-05-30,16.035833333333326
2015-05-31,16.02791666666666
2015-06-01,16.040000000000003
2015-06-02,16.044583333333335
2015-06-03,16.044999999999998
2015-06-04,16.013749999999998
2015-06-05,16.00708333333333
2015-06-06,16.007916666666663
2015-06-07,15.988750000000005
2015-06-08,15.975833333333341
2015-06-09,15.939166666666667
2015-06-10,15.915
2015-06-11,15.942916666666667
2015-06-12,15.937500000000002
